timestamp,src_ip,dst_ip,action,bytes_sent,request_id
2025-02-11T21:23:41.652358,192.168.1.18,10.0.0.194,ACCEPT,7572,req-af35bc32
2025-03-04T05:27:13.019699,192.168.1.234,192.168.1.157,ACCEPT,6418,req-1bfb3ee5
2025-01-29T10:50:53.181342,192.168.1.245,10.0.0.77,ACCEPT,6227,req-bad50d13
2025-02-04T20:46:04.767801,192.168.1.167,192.168.1.58,ACCEPT,2185,req-71fb5e9d
2025-04-26T02:24:08.092554,192.168.1.68,192.168.1.252,ACCEPT,7238,req-f9282335
2025-04-19T03:12:06.568530,45.227.253.109,192.168.1.211,REJECT,208707,req-5572e01c
2025-03-06T07:34:49.296637,192.168.1.194,192.168.1.193,ACCEPT,6743,req-38abd50a
2025-02-08T11:01:45.996693,10.0.0.205,10.0.0.119,REJECT,2164,req-d9e0ee30
2025-04-06T13:10:54.382447,10.0.0.213,192.168.1.125,ACCEPT,1689,req-48b3b14b
2025-04-17T13:11:15.506852,45.227.253.109,10.0.0.31,DROP,58707,req-6b8b0c60
2025-03-19T02:57:02.565358,10.0.0.72,10.0.0.63,ACCEPT,6719,req-9a271e01
2025-03-25T06:40:56.044093,192.168.1.137,10.0.0.150,REJECT,3543,req-75c3fbd8
2025-03-16T15:11:46.015986,192.168.1.152,10.0.0.168,ACCEPT,5070,req-57b193c5
2025-04-13T11:55:44.789764,192.168.1.177,10.0.0.58,ACCEPT,9100,req-5a6294ef
2025-02-17T21:41:17.515736,192.168.1.181,192.168.1.128,ACCEPT,8088,req-a04bd1e4
2025-04-15T20:27:40.603900,192.168.1.124,10.0.0.7,ACCEPT,9203,req-589e1a7a
2025-03-04T15:37:05.538474,192.168.1.72,10.0.0.96,ACCEPT,4523,req-627776ab
2025-03-11T19:58:09.713730,10.0.0.242,192.168.1.72,ACCEPT,1690,req-5f0a7c6c
2025-04-19T03:12:01.821486,192.168.1.121,192.168.1.105,ACCEPT,2814,req-9c19f697
2025-03-18T15:37:18.951567,10.0.0.203,192.168.1.201,ACCEPT,6483,req-3e87d2fa
2025-04-14T04:22:38.999673,10.0.0.107,10.0.0.203,ACCEPT,8666,req-cc9b25b9
2025-02-25T12:16:43.697740,10.0.0.14,192.168.1.58,REJECT,2398,req-9b284c81
2025-03-01T07:39:54.815405,10.0.0.6,10.0.0.124,ACCEPT,5561,req-211e28c9
2025-01-28T13:57:36.181661,185.143.223.15,10.0.0.123,REJECT,37325,req-9f2a314b
2025-04-19T03:48:40.563173,10.0.0.145,10.0.0.235,ACCEPT,6673,req-7217c37f
2025-03-13T06:10:52.828904,192.168.1.20,10.0.0.160,ACCEPT,3023,req-7fee95c1
2025-03-30T04:29:13.214943,192.168.1.50,10.0.0.151,ACCEPT,4603,req-0994471e
2025-02-10T11:35:42.128176,192.168.1.253,192.168.1.129,ACCEPT,996,req-8a1af632
2025-01-30T00:49:27.854569,10.0.0.33,10.0.0.143,ACCEPT,8758,req-829a4159
2025-02-18T03:37:26.247549,192.168.1.57,192.168.1.153,ACCEPT,6498,req-b56269b6
2025-04-16T07:47:55.687201,10.0.0.15,10.0.0.65,REJECT,220,req-174601e1
2025-04-28T03:23:59.686514,192.168.1.248,10.0.0.20,ACCEPT,5634,req-8c727c6f
2025-04-08T05:26:59.775011,192.168.1.61,10.0.0.21,ACCEPT,5900,req-0e260ec6
2025-04-27T14:11:01.991748,10.0.0.105,10.0.0.83,ACCEPT,1004,req-1cae647d
2025-02-12T11:02:28.784694,10.0.0.208,192.168.1.143,ACCEPT,1895,req-79d39470
2025-04-13T03:26:08.375982,10.0.0.89,192.168.1.201,ACCEPT,2502,req-0cfa9c63
2025-02-05T03:02:37.432515,192.168.1.32,10.0.0.162,ACCEPT,5381,req-e948b2ed
2025-03-02T18:05:51.997333,192.168.1.100,192.168.1.29,DROP,115544,req-b1f37f0b
2025-03-27T12:02:31.547101,192.168.1.159,10.0.0.211,ACCEPT,4188,req-259576b6
2025-03-04T05:17:38.405559,192.168.1.224,10.0.0.90,REJECT,8482,req-4f4db5f6
2025-04-15T13:03:52.991698,10.0.0.50,10.0.0.205,ACCEPT,775,req-5c807a7f
2025-02-19T00:50:48.202211,10.0.0.196,192.168.1.85,ACCEPT,1348,req-ef50971d
2025-01-29T19:24:01.796441,10.0.0.26,10.0.0.184,ACCEPT,7680,req-9d7a23fa
2025-03-29T18:59:59.287326,10.0.0.92,192.168.1.100,ACCEPT,4546,req-e86b1654
2025-02-17T13:19:35.224060,10.0.0.235,192.168.1.18,ACCEPT,4192,req-2ae5b46b
2025-02-12T11:54:25.584942,45.227.253.109,192.168.1.64,DROP,335363,req-a85ae239
2025-04-14T04:22:44.773042,62.210.180.94,192.168.1.107,REJECT,157557,req-60859b4f
2025-02-25T21:45:39.630791,192.168.1.113,192.168.1.92,ACCEPT,5077,req-7e2f5a68
2025-03-11T19:55:52.967227,10.0.0.232,192.168.1.36,ACCEPT,6324,req-1326109b
2025-04-08T01:14:48.354947,192.168.1.48,10.0.0.75,ACCEPT,1662,req-ac419090
2025-02-10T11:35:22.571102,192.168.1.155,192.168.1.216,ACCEPT,3416,req-0c4a4ca3
2025-04-12T06:41:18.891884,185.143.223.15,10.0.0.197,DROP,426194,req-3f3793e2
2025-03-14T19:52:56.219246,192.168.1.113,192.168.1.58,ACCEPT,7292,req-4edf577f
2025-02-06T09:27:47.920211,192.168.1.161,10.0.0.83,ACCEPT,7301,req-07ebbaf1
2025-03-10T18:31:07.095040,10.0.0.82,10.0.0.106,ACCEPT,1070,req-5e6bbef3
2025-03-02T22:37:50.607315,192.168.1.70,10.0.0.31,ACCEPT,660,req-ed721ea0
2025-02-26T12:43:21.852382,192.168.1.134,10.0.0.190,ACCEPT,4695,req-40cc9846
2025-04-12T05:03:46.768404,192.168.1.121,10.0.0.187,ACCEPT,8488,req-ad87778f
2025-02-26T12:43:08.925838,192.168.1.232,192.168.1.233,ACCEPT,6920,req-b8ea3b0c
2025-04-05T23:10:09.273355,45.227.253.109,192.168.1.11,REJECT,204937,req-bae5e8ac
2025-03-24T08:36:50.359352,192.168.1.100,10.0.0.7,DROP,284233,req-f6451457
2025-02-04T11:03:27.767572,10.0.0.229,10.0.0.55,REJECT,2777,req-4bdf80b2
2025-03-09T17:53:17.768303,192.168.1.155,192.168.1.102,ACCEPT,4233,req-692a9250
2025-02-05T13:36:11.145722,192.168.1.96,192.168.1.86,ACCEPT,7960,req-92f3a4a4
2025-02-25T11:37:04.490543,192.168.1.98,192.168.1.75,REJECT,1256,req-8297b6fe
2025-03-16T15:11:46.424282,62.210.180.94,10.0.0.226,DROP,89026,req-233eb172
2025-02-16T03:55:26.503578,192.168.1.21,10.0.0.161,ACCEPT,2196,req-9cdeebfd
2025-04-14T15:33:58.176407,192.168.1.100,192.168.1.74,REJECT,446055,req-c7f58277
2025-03-05T12:01:33.264903,192.168.1.141,10.0.0.155,ACCEPT,1664,req-d5b5c777
2025-02-10T06:11:48.705020,192.168.1.201,10.0.0.233,ACCEPT,1036,req-2688f80f
2025-02-11T19:30:35.027871,10.0.0.81,192.168.1.27,ACCEPT,3510,req-dbe9c4f9
2025-01-31T19:31:25.305809,192.168.1.43,192.168.1.53,ACCEPT,9464,req-dbda4e0a
2025-04-13T01:10:02.840044,192.168.1.245,192.168.1.19,ACCEPT,7925,req-363e1726
2025-02-07T05:46:58.439247,10.0.0.245,192.168.1.179,ACCEPT,7800,req-7e6355cf
2025-04-21T17:11:49.940296,192.168.1.10,192.168.1.173,ACCEPT,9127,req-e3aa70ee
2025-04-12T21:45:10.493099,10.0.0.196,10.0.0.92,ACCEPT,7798,req-91f766af
2025-02-15T23:43:24.256190,10.0.0.99,10.0.0.206,ACCEPT,8404,req-63777acd
2025-01-29T19:23:55.437863,192.168.1.182,192.168.1.69,REJECT,7298,req-f77f68a8
2025-04-11T05:22:43.212690,62.210.180.94,10.0.0.158,DROP,253541,req-21f492d2
2025-03-21T23:21:43.814290,192.168.1.42,192.168.1.223,ACCEPT,5790,req-c6681d48
2025-03-01T11:15:15.735842,10.0.0.241,192.168.1.130,ACCEPT,1658,req-73229392
2025-04-15T09:10:40.394271,192.168.1.12,10.0.0.22,ACCEPT,6966,req-22ef6249
2025-02-04T01:13:48.504263,10.0.0.117,192.168.1.25,ACCEPT,4644,req-a73f905d
2025-03-31T08:38:43.811542,192.168.1.89,10.0.0.133,ACCEPT,3546,req-58d1ab6c
2025-03-01T11:15:28.440696,192.168.1.55,192.168.1.23,ACCEPT,1266,req-d41c2d41
2025-04-08T19:53:59.962007,192.168.1.56,192.168.1.80,ACCEPT,2647,req-de9cae38
2025-04-12T06:01:31.324517,192.168.1.74,192.168.1.126,REJECT,2856,req-f5fff055
2025-02-21T01:00:19.128387,192.168.1.67,10.0.0.145,ACCEPT,2491,req-b9e0155f
2025-03-27T08:43:26.155386,192.168.1.170,10.0.0.116,ACCEPT,4988,req-cc03adf2
2025-03-13T03:53:34.234197,192.168.1.81,192.168.1.125,ACCEPT,1791,req-6750055f
2025-04-16T06:43:28.642602,10.0.0.133,10.0.0.213,REJECT,1848,req-d7403d14
2025-02-26T12:43:24.624253,10.0.0.239,10.0.0.135,ACCEPT,2357,req-c626a6e4
2025-01-31T07:56:31.255154,10.0.0.220,10.0.0.83,ACCEPT,5852,req-da5cf496
2025-02-01T00:12:45.906408,192.168.1.207,192.168.1.12,ACCEPT,5772,req-e60096bf
2025-03-31T02:43:00.480916,192.168.1.179,192.168.1.38,ACCEPT,5458,req-1376dee5
2025-04-16T12:06:36.252944,10.0.0.150,192.168.1.105,ACCEPT,4454,req-45ebf8d2
2025-02-16T14:02:52.728476,192.168.1.229,10.0.0.59,ACCEPT,5546,req-63437590
2025-04-07T18:45:57.932773,10.0.0.63,192.168.1.49,ACCEPT,3430,req-8cf054d2
2025-02-04T23:36:22.033897,10.0.0.121,10.0.0.107,ACCEPT,2796,req-880c9e95
2025-02-08T18:15:01.699339,10.0.0.42,10.0.0.195,ACCEPT,2814,req-83b6678f
2025-03-12T21:45:50.522251,10.0.0.15,192.168.1.97,REJECT,234690,req-2b70502f
2025-03-20T21:32:24.579994,192.168.1.160,192.168.1.59,REJECT,4987,req-65bd2f95
2025-04-11T13:54:32.033296,10.0.0.138,192.168.1.228,ACCEPT,3019,req-8a1301d7
2025-02-01T01:14:40.564267,192.168.1.125,192.168.1.172,ACCEPT,1423,req-1b15e143
2025-04-19T11:49:49.194452,10.0.0.11,10.0.0.159,ACCEPT,1027,req-9d35d45f
2025-02-01T18:41:41.805477,192.168.1.180,10.0.0.79,ACCEPT,3248,req-19f0eb84
2025-03-02T14:09:22.728044,192.168.1.94,192.168.1.21,ACCEPT,6685,req-96f9d53a
2025-04-09T03:39:27.076132,192.168.1.97,192.168.1.77,ACCEPT,709,req-2a1e5862
2025-03-23T07:13:30.645163,192.168.1.118,10.0.0.241,ACCEPT,716,req-3250d494
2025-04-13T23:35:35.932892,10.0.0.70,10.0.0.74,ACCEPT,7555,req-fe6e1a3a
2025-03-13T21:16:26.085864,192.168.1.156,10.0.0.178,ACCEPT,1899,req-2866e474
2025-02-09T18:52:24.451086,10.0.0.6,10.0.0.249,REJECT,4513,req-061abcff
2025-01-30T08:54:32.321699,10.0.0.242,10.0.0.160,ACCEPT,625,req-e3f05f9e
2025-01-29T19:24:00.149371,192.168.1.84,10.0.0.186,ACCEPT,7511,req-66f1749d
2025-02-02T01:01:36.418703,10.0.0.15,192.168.1.155,ACCEPT,2918,req-f4726c2f
2025-04-18T08:46:03.402209,10.0.0.82,10.0.0.247,ACCEPT,9106,req-09bde9f2
2025-03-10T18:31:12.794262,192.168.1.93,10.0.0.50,ACCEPT,7314,req-b02e752b
2025-02-20T00:16:35.572581,10.0.0.125,192.168.1.75,ACCEPT,3847,req-1fa458d7
2025-03-10T03:00:01.174308,192.168.1.195,10.0.0.183,ACCEPT,8413,req-c7d83b40
2025-04-26T04:05:27.031047,192.168.1.176,192.168.1.128,ACCEPT,638,req-658b243d
2025-02-17T21:41:15.777503,192.168.1.88,192.168.1.39,ACCEPT,606,req-6dedef23
2025-02-07T18:20:27.568816,10.0.0.85,192.168.1.102,ACCEPT,7105,req-77f3d2d3
2025-04-03T21:47:12.509781,185.143.223.15,192.168.1.50,REJECT,484734,req-e79d888b
2025-01-28T22:23:20.077340,192.168.1.100,10.0.0.173,REJECT,72300,req-1eb1934e
2025-03-30T07:44:52.286956,10.0.0.53,192.168.1.65,ACCEPT,8099,req-fb7dc8e1
2025-04-19T14:12:41.354655,192.168.1.105,10.0.0.115,ACCEPT,902,req-27f5be16
2025-01-30T16:09:58.873899,10.0.0.107,192.168.1.130,ACCEPT,7244,req-96d0402d
2025-03-26T12:02:27.029851,192.168.1.4,10.0.0.105,ACCEPT,8420,req-f8ae95b1
2025-02-25T01:15:47.614895,10.0.0.41,192.168.1.24,ACCEPT,9987,req-de8b803e
2025-03-09T15:04:22.602516,192.168.1.53,10.0.0.207,ACCEPT,1557,req-fbd01468
2025-04-26T10:23:58.012058,10.0.0.222,192.168.1.237,ACCEPT,9197,req-3c15ec52
2025-02-11T19:30:33.639533,10.0.0.250,192.168.1.106,ACCEPT,9617,req-3af4fa24
2025-02-27T13:52:26.346685,10.0.0.141,10.0.0.172,ACCEPT,2443,req-ca0e2a16
2025-02-26T12:43:13.289192,192.168.1.9,192.168.1.148,ACCEPT,5020,req-cccb4add
2025-04-15T00:55:57.665555,10.0.0.203,10.0.0.77,ACCEPT,6978,req-488f97c8
2025-02-07T03:51:40.029467,10.0.0.51,192.168.1.88,ACCEPT,1552,req-63d5586a
2025-01-29T10:39:12.150903,192.168.1.126,192.168.1.76,ACCEPT,3143,req-657a4c04
2025-04-03T15:43:35.679851,10.0.0.77,10.0.0.96,ACCEPT,8359,req-16c9fd43
2025-04-21T15:35:42.367027,192.168.1.2,10.0.0.145,ACCEPT,3686,req-c7ade34e
2025-03-02T03:49:37.995325,192.168.1.100,10.0.0.5,REJECT,377273,req-5f41fa74
2025-01-29T07:04:18.460591,10.0.0.219,10.0.0.191,ACCEPT,3060,req-c310546a
2025-03-25T22:28:13.659946,192.168.1.50,192.168.1.180,ACCEPT,1971,req-81556e58
2025-03-13T03:53:30.185396,10.0.0.60,10.0.0.243,ACCEPT,8807,req-379a90fa
2025-03-10T13:49:23.099474,192.168.1.60,192.168.1.137,ACCEPT,8170,req-f91ed04d
2025-02-03T14:17:55.369726,192.168.1.89,192.168.1.248,ACCEPT,3163,req-5a114828
2025-03-24T18:30:06.128596,10.0.0.13,192.168.1.99,ACCEPT,3365,req-81b2ed48
2025-04-10T02:22:47.500540,192.168.1.247,10.0.0.240,ACCEPT,6916,req-0f02aa9b
2025-03-14T09:16:47.485711,10.0.0.204,10.0.0.241,ACCEPT,5049,req-9ad81371
2025-04-06T22:43:10.661263,10.0.0.122,10.0.0.181,ACCEPT,5820,req-de6baeff
2025-04-19T23:48:59.178973,10.0.0.101,10.0.0.126,ACCEPT,7178,req-affd873a
2025-03-23T15:09:54.628394,192.168.1.55,192.168.1.242,ACCEPT,1372,req-16d96e29
2025-04-03T00:52:45.190566,192.168.1.135,10.0.0.144,ACCEPT,7463,req-0f8624f6
2025-04-14T08:13:07.348297,192.168.1.76,192.168.1.158,ACCEPT,2965,req-0461d9c3
2025-04-16T07:48:04.987201,10.0.0.15,192.168.1.162,REJECT,355,req-a1e3ee6d
2025-04-13T01:10:02.253405,192.168.1.148,10.0.0.243,ACCEPT,7933,req-5c92146e
2025-01-30T10:06:39.635805,10.0.0.68,192.168.1.121,ACCEPT,2070,req-3bff928a
2025-04-01T16:33:12.801692,10.0.0.165,192.168.1.83,ACCEPT,1926,req-2035a16e
2025-03-21T23:51:43.774216,10.0.0.65,192.168.1.45,ACCEPT,3761,req-64ec83fa
2025-02-11T01:31:09.911390,10.0.0.55,10.0.0.58,ACCEPT,7339,req-50331511
2025-04-11T16:34:52.134920,192.168.1.77,192.168.1.134,ACCEPT,8295,req-23a9aafb
2025-02-04T10:01:05.182189,192.168.1.132,10.0.0.61,ACCEPT,7129,req-c6b3c18a
2025-04-06T21:00:19.217006,10.0.0.129,192.168.1.139,ACCEPT,8316,req-51dd72cb
2025-03-11T04:36:21.609143,192.168.1.23,192.168.1.159,ACCEPT,5970,req-81a2e7bc
2025-03-22T19:22:03.875533,192.168.1.40,10.0.0.253,ACCEPT,9811,req-57ef7fc3
2025-03-17T01:21:36.799560,10.0.0.141,192.168.1.225,ACCEPT,1250,req-c135df1c
2025-01-30T02:06:59.052937,192.168.1.27,10.0.0.21,ACCEPT,3731,req-bdd029d5
2025-02-14T20:59:24.714108,192.168.1.100,192.168.1.133,DROP,190189,req-226d7968
2025-02-13T08:21:31.856453,192.168.1.33,10.0.0.106,ACCEPT,3416,req-09315d60
2025-04-16T06:43:21.923393,10.0.0.183,10.0.0.62,ACCEPT,2417,req-629a6d7b
2025-04-18T00:01:08.912920,10.0.0.11,10.0.0.82,ACCEPT,4737,req-ff599658
2025-03-06T02:50:36.736610,192.168.1.83,192.168.1.87,ACCEPT,3148,req-d3eee774
2025-03-13T12:08:26.686427,10.0.0.39,10.0.0.128,ACCEPT,1488,req-aed3198b
2025-03-25T12:24:31.439371,10.0.0.239,10.0.0.82,ACCEPT,1752,req-0fafb91c
2025-02-28T07:32:33.320943,192.168.1.143,192.168.1.38,ACCEPT,699,req-789a9e07
2025-02-17T21:41:02.807915,10.0.0.104,10.0.0.55,ACCEPT,3001,req-32367adf
2025-03-12T22:55:15.400991,10.0.0.11,10.0.0.163,ACCEPT,9278,req-c55d7eab
2025-02-08T13:09:11.489239,10.0.0.89,192.168.1.63,ACCEPT,7934,req-93003e00
2025-03-31T12:22:26.160039,10.0.0.41,192.168.1.158,ACCEPT,7251,req-887ea47a
2025-01-30T08:54:38.030329,185.143.223.15,10.0.0.163,REJECT,256255,req-81fcd4cb
2025-04-23T16:10:36.754833,192.168.1.129,10.0.0.167,ACCEPT,2192,req-bb28e2b7
2025-03-26T19:08:22.064172,10.0.0.61,192.168.1.11,ACCEPT,2775,req-2037defe
2025-02-12T14:21:41.863754,192.168.1.103,192.168.1.207,ACCEPT,9899,req-bf95288d
2025-02-02T00:34:28.040873,192.168.1.140,10.0.0.2,ACCEPT,1187,req-f5e6c5b5
2025-02-04T13:05:00.884910,192.168.1.77,192.168.1.227,ACCEPT,929,req-ead05c7c
2025-03-10T06:07:48.293358,192.168.1.85,10.0.0.212,ACCEPT,613,req-2335867c
2025-04-11T13:06:23.965683,45.227.253.109,10.0.0.97,DROP,474627,req-3e2c82ad
2025-02-07T13:48:55.217115,10.0.0.213,192.168.1.119,ACCEPT,9813,req-440d70ac
2025-02-19T20:11:49.533194,192.168.1.35,192.168.1.101,REJECT,6286,req-4bc62a82
2025-03-10T13:49:12.355104,10.0.0.190,192.168.1.187,ACCEPT,7854,req-87927718
2025-04-04T11:30:24.579873,10.0.0.189,192.168.1.129,ACCEPT,3605,req-1b4788aa
2025-03-05T04:21:03.503310,192.168.1.100,192.168.1.66,REJECT,24578,req-b4732bcd
2025-03-20T08:13:12.694922,10.0.0.60,192.168.1.169,ACCEPT,1617,req-96bac8be
2025-03-14T23:58:55.070074,10.0.0.119,10.0.0.206,ACCEPT,9267,req-b5f37b79
2025-02-24T08:08:44.602505,10.0.0.227,192.168.1.209,ACCEPT,4432,req-940526b8
2025-02-06T19:57:10.696185,10.0.0.144,192.168.1.250,ACCEPT,8226,req-0dbe361b
2025-04-11T16:47:11.824832,192.168.1.72,192.168.1.157,ACCEPT,848,req-e2b6b088
2025-02-19T21:59:27.385080,192.168.1.197,10.0.0.7,ACCEPT,2016,req-65cf568c
2025-02-06T12:40:55.643065,10.0.0.140,192.168.1.99,ACCEPT,4766,req-b0448d98
2025-04-25T18:35:42.548654,10.0.0.40,192.168.1.178,ACCEPT,6264,req-b01e619e
2025-01-30T18:53:57.005127,192.168.1.85,192.168.1.245,REJECT,5696,req-76ca275b
2025-03-13T05:18:10.000331,10.0.0.125,192.168.1.209,ACCEPT,7328,req-069456e1
2025-04-27T16:32:36.974117,10.0.0.138,10.0.0.222,ACCEPT,1778,req-f59f6aa7
2025-03-19T06:21:30.435228,10.0.0.52,10.0.0.212,ACCEPT,4995,req-9b29f0d1
2025-04-01T19:53:47.236111,192.168.1.61,192.168.1.157,ACCEPT,7686,req-9062059f
2025-04-17T07:28:57.505722,192.168.1.2,10.0.0.189,ACCEPT,9061,req-71f54c46
2025-02-10T19:51:27.592418,192.168.1.70,10.0.0.3,ACCEPT,7431,req-b774efb5
2025-02-18T22:06:26.300676,192.168.1.253,192.168.1.39,ACCEPT,5464,req-630cc282
2025-04-10T05:13:38.325758,192.168.1.14,192.168.1.129,ACCEPT,1115,req-141d5e6d
