timestamp,src_ip,dst_ip,action,bytes_sent,request_id
2025-04-13T12:37:29,192.168.1.27,10.0.0.133,ACCEPT,3761,req-9a477088
2025-04-13T12:05:44,192.168.1.81,10.0.0.177,ACCEPT,6660,req-cabb91cf
2025-04-13T12:09:27,192.168.1.134,10.0.0.17,ACCEPT,1225,req-f62384a7
2025-04-13T12:47:40,192.168.1.179,10.0.0.39,REJECT,1109,req-cd64e0f8
2025-04-13T12:55:51,192.168.1.251,10.0.0.245,ACCEPT,2988,req-3b7452f0
2025-04-13T12:25:05,192.168.1.199,10.0.0.73,REJECT,9912,req-013f4a90
2025-04-13T13:21:42,192.168.1.106,10.0.0.248,ACCEPT,1460,req-a78d326e
2025-04-13T13:07:03,192.168.1.12,10.0.0.222,ACCEPT,8426,req-cea8045e
2025-04-13T12:16:55,192.168.1.252,10.0.0.122,REJECT,8257,req-759669ba
2025-04-13T12:22:35,192.168.1.189,10.0.0.239,ACCEPT,9511,req-fe042540
2025-04-13T13:05:03,192.168.1.114,10.0.0.75,ACCEPT,1321,req-2d62f32d
2025-04-13T13:14:56,192.168.1.194,10.0.0.119,REJECT,2006,req-a1c7e02f
2025-04-13T12:44:57,192.168.1.62,10.0.0.236,REJECT,3518,req-214ccbf6
2025-04-13T13:16:09,192.168.1.78,10.0.0.193,REJECT,5495,req-e871bcfe
2025-04-13T12:19:04,192.168.1.197,10.0.0.194,REJECT,7797,req-e4d31000
2025-04-13T12:21:48,192.168.1.96,10.0.0.146,REJECT,3263,req-776ddbdb
2025-04-13T12:18:04,192.168.1.227,10.0.0.33,ACCEPT,6661,req-535ecb0f
2025-04-13T12:43:16,192.168.1.150,10.0.0.122,ACCEPT,8804,req-c0ea606f
2025-04-13T12:40:46,192.168.1.109,10.0.0.219,REJECT,8376,req-e9d38faa
2025-04-13T13:16:20,192.168.1.140,10.0.0.149,ACCEPT,1520,req-6d9c4f2a
2025-04-13T12:12:25,192.168.1.69,10.0.0.163,REJECT,2411,req-bc1543b8
2025-04-13T12:02:44,192.168.1.7,10.0.0.140,REJECT,7156,req-de1d5849
2025-04-13T12:23:53,192.168.1.73,10.0.0.49,REJECT,4272,req-6c6aad17
2025-04-13T12:12:31,192.168.1.55,10.0.0.217,ACCEPT,7255,req-61a35e54
2025-04-13T12:38:27,192.168.1.118,10.0.0.121,REJECT,2454,req-c18f2090
2025-04-13T12:09:34,192.168.1.243,10.0.0.49,REJECT,9016,req-b0de64f3
2025-04-13T12:13:42,192.168.1.123,10.0.0.240,REJECT,1449,req-755e38cb
2025-04-13T12:54:29,192.168.1.209,10.0.0.10,REJECT,8643,req-4a2cf65a
2025-04-13T12:53:54,192.168.1.220,10.0.0.222,REJECT,4992,req-2c9325df
2025-04-13T13:04:41,192.168.1.241,10.0.0.117,ACCEPT,5312,req-0b6c85a5
2025-04-13T12:16:04,192.168.1.89,10.0.0.234,REJECT,6783,req-aed74d72
2025-04-13T12:47:20,192.168.1.85,10.0.0.21,REJECT,1597,req-470d50b1
2025-04-13T12:31:36,192.168.1.81,10.0.0.57,ACCEPT,7723,req-2e41d77f
2025-04-13T12:03:31,192.168.1.41,10.0.0.236,ACCEPT,2254,req-83e786b5
2025-04-13T12:32:15,192.168.1.207,10.0.0.180,REJECT,6895,req-76da857f
2025-04-13T12:53:30,192.168.1.108,10.0.0.123,REJECT,2068,req-1f9efb61
2025-04-13T12:34:04,192.168.1.191,10.0.0.122,ACCEPT,1002,req-cc718917
2025-04-13T12:26:13,192.168.1.246,10.0.0.187,REJECT,716,req-5a3bbddb
2025-04-13T12:02:02,192.168.1.78,10.0.0.16,REJECT,6945,req-8585ffdc
2025-04-13T12:44:20,192.168.1.204,10.0.0.27,ACCEPT,5331,req-31767274
2025-04-13T12:32:20,192.168.1.221,10.0.0.59,ACCEPT,1619,req-f1e26100
2025-04-13T13:08:34,192.168.1.93,10.0.0.221,REJECT,6287,req-88ff3750
2025-04-13T13:08:04,192.168.1.134,10.0.0.161,ACCEPT,6952,req-2d1f6d9c
2025-04-13T12:37:14,192.168.1.152,10.0.0.125,ACCEPT,6114,req-df66fc96
2025-04-13T13:00:16,192.168.1.94,10.0.0.235,REJECT,4076,req-a3601c41
2025-04-13T12:27:44,192.168.1.1,10.0.0.71,REJECT,7346,req-d3131d4f
2025-04-13T13:17:08,192.168.1.32,10.0.0.178,ACCEPT,3038,req-4aa3db25
2025-04-13T12:50:44,192.168.1.65,10.0.0.212,REJECT,8425,req-5e6a69f3
2025-04-13T13:11:40,192.168.1.227,10.0.0.31,REJECT,6598,req-8676c846
2025-04-13T13:09:19,192.168.1.103,10.0.0.113,REJECT,7631,req-6b054fb9
2025-04-13T12:56:45,192.168.1.182,10.0.0.35,ACCEPT,3995,req-1eca73b8
2025-04-13T12:36:41,192.168.1.166,10.0.0.99,REJECT,3424,req-41b3d7ce
2025-04-13T12:28:21,192.168.1.37,10.0.0.35,REJECT,9951,req-b7ca81f4
2025-04-13T12:41:23,192.168.1.129,10.0.0.224,REJECT,8249,req-a288174e
2025-04-13T13:21:30,192.168.1.8,10.0.0.190,ACCEPT,4474,req-4482a9ac
2025-04-13T13:14:14,192.168.1.211,10.0.0.172,REJECT,1228,req-c483b6ff
2025-04-13T12:35:22,192.168.1.127,10.0.0.115,ACCEPT,2807,req-c8c689bf
2025-04-13T13:00:06,192.168.1.88,10.0.0.24,REJECT,5361,req-796ac275
2025-04-13T13:17:22,192.168.1.252,10.0.0.17,ACCEPT,3517,req-852f763b
2025-04-13T13:05:56,192.168.1.150,10.0.0.102,ACCEPT,8818,req-1f606a66
2025-04-13T12:20:11,192.168.1.180,10.0.0.29,ACCEPT,1925,req-23e94cd4
2025-04-13T12:20:18,192.168.1.246,10.0.0.123,REJECT,7148,req-f405887b
2025-04-13T12:13:34,192.168.1.227,10.0.0.158,ACCEPT,2891,req-0264623f
2025-04-13T13:23:16,192.168.1.25,10.0.0.246,REJECT,4951,req-cf0dd553
2025-04-13T13:12:09,192.168.1.178,10.0.0.72,ACCEPT,4532,req-faab4be2
2025-04-13T12:39:20,192.168.1.125,10.0.0.129,ACCEPT,824,req-9e4d9979
2025-04-13T13:02:15,192.168.1.16,10.0.0.153,REJECT,1062,req-cabf73c6
2025-04-13T12:21:36,192.168.1.144,10.0.0.126,REJECT,2594,req-e2d7ae91
2025-04-13T13:04:30,192.168.1.198,10.0.0.75,REJECT,2816,req-7c3ebf04
2025-04-13T13:17:14,192.168.1.113,10.0.0.246,REJECT,4135,req-17e457ce
2025-04-13T13:12:06,192.168.1.225,10.0.0.155,ACCEPT,2074,req-18381318
2025-04-13T13:16:44,192.168.1.112,10.0.0.10,REJECT,8097,req-d24cb14d
2025-04-13T12:51:29,192.168.1.125,10.0.0.197,ACCEPT,6016,req-58128353
2025-04-13T12:44:51,192.168.1.233,10.0.0.13,ACCEPT,4466,req-02bf4cdf
2025-04-13T12:41:53,192.168.1.252,10.0.0.162,REJECT,5570,req-47edd5d8
2025-04-13T12:32:57,192.168.1.44,10.0.0.7,REJECT,8845,req-a0b4876a
2025-04-13T12:28:46,192.168.1.57,10.0.0.101,REJECT,3894,req-d57a947b
2025-04-13T12:08:42,192.168.1.225,10.0.0.40,ACCEPT,546,req-e24e110c
2025-04-13T12:05:07,192.168.1.217,10.0.0.4,ACCEPT,888,req-f9dbb997
2025-04-13T12:14:11,192.168.1.166,10.0.0.202,ACCEPT,636,req-79a3a361
2025-04-13T13:10:48,192.168.1.146,10.0.0.154,REJECT,1914,req-c98e2a53
2025-04-13T12:14:02,192.168.1.189,10.0.0.223,ACCEPT,2796,req-b950c273
2025-04-13T12:38:14,192.168.1.62,10.0.0.142,ACCEPT,1118,req-ad52f3a6
2025-04-13T13:17:50,192.168.1.69,10.0.0.124,ACCEPT,9324,req-99a976cc
2025-04-13T12:39:56,192.168.1.43,10.0.0.154,REJECT,5595,req-e8dd2eb8
2025-04-13T13:20:04,192.168.1.246,10.0.0.132,ACCEPT,3300,req-7ae624c8
2025-04-13T13:09:28,192.168.1.243,10.0.0.77,ACCEPT,9065,req-16be84e7
2025-04-13T13:03:43,192.168.1.209,10.0.0.135,REJECT,3674,req-7c5471cc
2025-04-13T12:31:33,192.168.1.3,10.0.0.120,ACCEPT,6276,req-adf2d853
2025-04-13T12:25:04,192.168.1.73,10.0.0.196,ACCEPT,6248,req-77cde7cc
2025-04-13T12:48:33,192.168.1.31,10.0.0.153,REJECT,8481,req-6d098015
2025-04-13T13:20:10,192.168.1.201,10.0.0.34,REJECT,685,req-fa07cd12
2025-04-13T12:47:07,192.168.1.149,10.0.0.123,REJECT,824,req-6ff16241
2025-04-13T13:04:44,192.168.1.71,10.0.0.229,ACCEPT,1956,req-bf56185b
2025-04-13T12:39:42,192.168.1.129,10.0.0.171,ACCEPT,769,req-f8454fb8
2025-04-13T12:22:54,192.168.1.203,10.0.0.178,ACCEPT,4230,req-03183e8b
2025-04-13T12:34:12,192.168.1.88,10.0.0.18,REJECT,2989,req-3478f4e1
2025-04-13T12:06:01,192.168.1.201,10.0.0.104,ACCEPT,2691,req-e20165d8
2025-04-13T12:44:18,192.168.1.78,10.0.0.182,REJECT,9157,req-b2d8e175
2025-04-13T12:56:53,192.168.1.9,10.0.0.145,ACCEPT,6967,req-6241dea1
2025-04-13T12:51:10,192.168.1.21,10.0.0.125,REJECT,4997,req-49a02040
2025-04-13T12:07:48,192.168.1.203,10.0.0.224,REJECT,5087,req-dbfadd7b
2025-04-13T12:35:21,192.168.1.118,10.0.0.76,REJECT,1847,req-0fcfd2ca
2025-04-13T12:38:33,192.168.1.45,10.0.0.241,REJECT,2846,req-4835c5b3
2025-04-13T12:47:23,192.168.1.192,10.0.0.82,REJECT,6868,req-de9602fc
2025-04-13T12:00:41,192.168.1.159,10.0.0.241,REJECT,2193,req-5844f428
2025-04-13T13:11:53,192.168.1.103,10.0.0.38,ACCEPT,6324,req-3fdcb173
2025-04-13T12:57:01,192.168.1.48,10.0.0.205,ACCEPT,8243,req-42aa983c
2025-04-13T12:26:27,192.168.1.166,10.0.0.96,ACCEPT,4162,req-4a17599e
2025-04-13T12:42:10,192.168.1.252,10.0.0.40,REJECT,1422,req-260cae3a
2025-04-13T12:35:36,192.168.1.31,10.0.0.241,REJECT,9526,req-7c353e76
2025-04-13T12:16:28,192.168.1.103,10.0.0.108,ACCEPT,8584,req-bad0398e
2025-04-13T12:37:41,192.168.1.128,10.0.0.236,ACCEPT,7013,req-c2194817
2025-04-13T12:00:43,192.168.1.33,10.0.0.178,REJECT,6889,req-473de220
2025-04-13T12:47:22,192.168.1.69,10.0.0.180,REJECT,7123,req-984c744e
2025-04-13T12:52:00,192.168.1.21,10.0.0.123,REJECT,8927,req-9ce5c712
2025-04-13T12:02:20,192.168.1.251,10.0.0.126,REJECT,1883,req-2ff59113
2025-04-13T12:07:30,192.168.1.208,10.0.0.48,REJECT,808,req-06bc4fe9
2025-04-13T12:59:44,192.168.1.38,10.0.0.165,ACCEPT,2787,req-d38aab6e
2025-04-13T12:39:11,192.168.1.218,10.0.0.246,REJECT,6043,req-50af3b0e
2025-04-13T12:34:38,192.168.1.224,10.0.0.182,ACCEPT,1764,req-730c578a
2025-04-13T13:03:39,192.168.1.86,10.0.0.223,ACCEPT,6763,req-43b161fa
2025-04-13T13:09:52,192.168.1.225,10.0.0.172,REJECT,2684,req-3704bc2f
2025-04-13T13:17:10,192.168.1.140,10.0.0.211,REJECT,5053,req-c40acf74
2025-04-13T13:08:41,192.168.1.156,10.0.0.130,ACCEPT,7038,req-aefc9801
2025-04-13T12:33:16,192.168.1.198,10.0.0.114,ACCEPT,8056,req-833b0bde
2025-04-13T12:24:11,192.168.1.119,10.0.0.251,REJECT,3019,req-06a16307
2025-04-13T12:50:41,192.168.1.87,10.0.0.169,REJECT,6943,req-51ca7df8
2025-04-13T12:42:56,192.168.1.56,10.0.0.72,REJECT,4848,req-eda2019d
2025-04-13T12:47:41,192.168.1.82,10.0.0.105,REJECT,9072,req-9f68c2b4
2025-04-13T12:37:38,192.168.1.192,10.0.0.140,REJECT,7455,req-c707f031
2025-04-13T12:42:04,192.168.1.2,10.0.0.74,REJECT,6830,req-f7c539b3
2025-04-13T12:26:37,192.168.1.227,10.0.0.165,REJECT,9260,req-a48f029d
2025-04-13T12:39:24,192.168.1.69,10.0.0.230,REJECT,3521,req-6347eb56
2025-04-13T12:10:18,192.168.1.40,10.0.0.192,ACCEPT,3824,req-cd6d492a
2025-04-13T12:20:23,192.168.1.6,10.0.0.8,REJECT,4672,req-6e55fa8e
2025-04-13T12:05:38,192.168.1.191,10.0.0.77,REJECT,3076,req-8f9a2dfa
2025-04-13T12:00:38,192.168.1.39,10.0.0.134,ACCEPT,3132,req-be8096f6
2025-04-13T13:11:37,192.168.1.223,10.0.0.66,REJECT,3698,req-33fedc92
2025-04-13T12:07:40,192.168.1.15,10.0.0.85,REJECT,9813,req-a774b23b
2025-04-13T12:21:19,192.168.1.188,10.0.0.133,REJECT,1755,req-719fd57e
2025-04-13T12:16:07,192.168.1.96,10.0.0.134,REJECT,2496,req-8c9af38e
2025-04-13T12:54:23,192.168.1.43,10.0.0.244,ACCEPT,6774,req-3ee2c9d1
2025-04-13T12:28:02,192.168.1.210,10.0.0.40,ACCEPT,3550,req-4d8e4f8c
2025-04-13T12:11:58,192.168.1.47,10.0.0.75,REJECT,7688,req-5e1e931f
2025-04-13T13:16:30,192.168.1.245,10.0.0.112,ACCEPT,7541,req-f01cf35a
2025-04-13T12:12:52,192.168.1.67,10.0.0.12,ACCEPT,1830,req-676a778e
2025-04-13T13:01:17,192.168.1.205,10.0.0.219,REJECT,4211,req-05841aba
2025-04-13T13:13:02,192.168.1.167,10.0.0.60,ACCEPT,9183,req-c73e6270
2025-04-13T13:22:03,192.168.1.46,10.0.0.34,ACCEPT,1201,req-b0afebd7
2025-04-13T12:24:30,192.168.1.34,10.0.0.149,REJECT,2043,req-0c6b054c
2025-04-13T13:13:16,192.168.1.170,10.0.0.21,REJECT,5190,req-438021b1
2025-04-13T13:10:53,192.168.1.11,10.0.0.20,ACCEPT,3460,req-c099afeb
2025-04-13T12:56:13,192.168.1.42,10.0.0.90,ACCEPT,7398,req-2700296d
2025-04-13T12:09:04,192.168.1.34,10.0.0.22,ACCEPT,9762,req-963e625c
2025-04-13T12:29:14,192.168.1.55,10.0.0.95,ACCEPT,3559,req-f2024af6
2025-04-13T12:34:34,192.168.1.203,10.0.0.176,REJECT,650,req-5e19dcd6
2025-04-13T12:56:14,192.168.1.193,10.0.0.20,ACCEPT,6951,req-b1dda6e6
2025-04-13T12:38:55,192.168.1.67,10.0.0.13,ACCEPT,780,req-3644ef8a
2025-04-13T12:58:06,192.168.1.22,10.0.0.59,ACCEPT,4939,req-1c5717a1
2025-04-13T12:15:31,192.168.1.82,10.0.0.157,ACCEPT,7583,req-3d9b79d5
2025-04-13T13:11:31,192.168.1.120,10.0.0.188,ACCEPT,6379,req-4006bee1
2025-04-13T12:56:51,192.168.1.147,10.0.0.5,ACCEPT,6621,req-1b6aa04d
2025-04-13T12:05:55,192.168.1.184,10.0.0.167,ACCEPT,6831,req-66c7e24a
2025-04-13T12:04:44,192.168.1.24,10.0.0.120,REJECT,5055,req-3270f4fd
2025-04-13T12:31:35,192.168.1.139,10.0.0.239,REJECT,1155,req-3b364d6f
2025-04-13T12:39:52,192.168.1.95,10.0.0.212,REJECT,3104,req-1b901f38
2025-04-13T12:34:18,192.168.1.218,10.0.0.10,REJECT,6101,req-0fcb66a1
2025-04-13T12:02:11,192.168.1.235,10.0.0.5,REJECT,7231,req-91f311b1
2025-04-13T12:50:50,192.168.1.56,10.0.0.179,REJECT,9540,req-d76bd6d7
2025-04-13T12:54:02,192.168.1.37,10.0.0.121,ACCEPT,8323,req-335adf95
2025-04-13T12:53:28,192.168.1.58,10.0.0.244,ACCEPT,2349,req-81ac024d
2025-04-13T12:44:52,192.168.1.253,10.0.0.93,ACCEPT,4252,req-a65daab7
2025-04-13T12:21:09,192.168.1.169,10.0.0.211,REJECT,2064,req-b4bc4a54
2025-04-13T12:45:55,192.168.1.186,10.0.0.212,REJECT,8447,req-f81f3622
2025-04-13T12:03:05,192.168.1.144,10.0.0.239,ACCEPT,540,req-3cfd1ded
2025-04-13T13:16:42,192.168.1.89,10.0.0.100,REJECT,914,req-5ae97d3e
2025-04-13T13:08:28,192.168.1.81,10.0.0.100,REJECT,2954,req-4ab54637
2025-04-13T12:32:06,192.168.1.226,10.0.0.144,ACCEPT,4330,req-c952be62
2025-04-13T12:31:59,192.168.1.241,10.0.0.94,REJECT,2830,req-7db2044f
2025-04-13T12:27:26,192.168.1.26,10.0.0.50,REJECT,1174,req-10d74938
2025-04-13T12:31:44,192.168.1.74,10.0.0.143,REJECT,1052,req-2e3ec164
2025-04-13T13:07:34,192.168.1.253,10.0.0.212,REJECT,6391,req-40a92ba5
2025-04-13T12:47:45,192.168.1.157,10.0.0.222,REJECT,3063,req-3f573aa1
2025-04-13T13:18:51,192.168.1.63,10.0.0.32,REJECT,5829,req-fc64604f
2025-04-13T12:45:21,192.168.1.13,10.0.0.65,REJECT,6143,req-7275c55e
2025-04-13T13:04:51,192.168.1.197,10.0.0.180,ACCEPT,4850,req-60ac21d6
2025-04-13T12:11:34,192.168.1.225,10.0.0.49,REJECT,694,req-0d657275
2025-04-13T13:02:52,192.168.1.130,10.0.0.166,ACCEPT,2426,req-72575450
2025-04-13T13:04:59,192.168.1.242,10.0.0.23,ACCEPT,9304,req-c768daa1
2025-04-13T12:30:00,192.168.1.201,10.0.0.66,REJECT,9932,req-b78baa04
2025-04-13T12:46:07,192.168.1.165,10.0.0.87,REJECT,6143,req-3d123bbc
2025-04-13T12:22:41,192.168.1.229,10.0.0.150,REJECT,1776,req-6860fa1a
2025-04-13T12:58:20,192.168.1.176,10.0.0.82,REJECT,1072,req-7d371a0a
2025-04-13T12:27:20,192.168.1.244,10.0.0.213,ACCEPT,4008,req-751c7f25
2025-04-13T12:36:44,192.168.1.53,10.0.0.148,ACCEPT,9827,req-f54d430b
2025-04-13T12:46:24,192.168.1.147,10.0.0.237,ACCEPT,5931,req-c445556f
2025-04-13T12:13:25,192.168.1.203,10.0.0.31,ACCEPT,5458,req-7d87b1ed
2025-04-13T12:31:09,192.168.1.49,10.0.0.53,REJECT,4720,req-2ccf8f85
2025-04-13T13:08:15,192.168.1.235,10.0.0.189,ACCEPT,4066,req-0c98a5a6
2025-04-13T13:09:59,192.168.1.30,10.0.0.39,REJECT,3651,req-b0ae6f05
2025-04-13T12:26:16,192.168.1.224,10.0.0.184,ACCEPT,674,req-164a7ef5
2025-04-13T13:19:29,192.168.1.191,10.0.0.239,REJECT,6514,req-c9fe6573
2025-04-13T12:42:01,192.168.1.7,10.0.0.84,ACCEPT,5530,req-0dc81b64
2025-04-13T12:33:54,192.168.1.75,10.0.0.232,REJECT,5956,req-dd160143
2025-04-13T12:57:58,192.168.1.22,10.0.0.100,ACCEPT,5630,req-7c37965c
2025-04-13T12:10:11,192.168.1.62,10.0.0.154,ACCEPT,870,req-ce6e9a4a
2025-04-13T12:43:28,192.168.1.99,10.0.0.114,ACCEPT,4148,req-d932c512
2025-04-13T12:37:53,192.168.1.44,10.0.0.119,REJECT,1860,req-4d02fcb6
2025-04-13T12:48:44,192.168.1.253,10.0.0.142,REJECT,3944,req-2a8278f8
2025-04-13T12:36:10,192.168.1.208,10.0.0.108,REJECT,6324,req-dc323079
2025-04-13T12:56:16,192.168.1.83,10.0.0.216,ACCEPT,8954,req-63d7cf54
2025-04-13T12:47:37,192.168.1.225,10.0.0.42,REJECT,9510,req-51580277
2025-04-13T12:19:06,192.168.1.187,10.0.0.51,ACCEPT,9857,req-91bb0326
2025-04-13T12:51:00,192.168.1.141,10.0.0.47,ACCEPT,6224,req-ac10651e
2025-04-13T12:36:50,192.168.1.194,10.0.0.203,ACCEPT,9434,req-8f5ba536
2025-04-13T12:14:53,192.168.1.250,10.0.0.142,ACCEPT,4913,req-dbcaa758
2025-04-13T13:03:59,192.168.1.50,10.0.0.145,ACCEPT,5538,req-59d7eb56
2025-04-13T12:03:29,192.168.1.237,10.0.0.213,ACCEPT,4683,req-ffd1fd89
2025-04-13T13:17:26,192.168.1.137,10.0.0.251,ACCEPT,4427,req-2f451554
2025-04-13T12:05:23,192.168.1.84,10.0.0.239,ACCEPT,2013,req-cd608e91
2025-04-13T12:01:57,192.168.1.94,10.0.0.78,ACCEPT,7815,req-ec8b18ba
2025-04-13T12:49:35,192.168.1.241,10.0.0.87,ACCEPT,7280,req-5944b7ad
2025-04-13T12:48:50,192.168.1.160,10.0.0.108,REJECT,4485,req-c359ca9a
2025-04-13T13:12:42,192.168.1.67,10.0.0.250,ACCEPT,680,req-0ace605a
2025-04-13T12:53:31,192.168.1.240,10.0.0.235,ACCEPT,6296,req-051a2696
2025-04-13T13:08:57,192.168.1.238,10.0.0.21,REJECT,6994,req-60aa0aba
2025-04-13T12:46:00,192.168.1.161,10.0.0.184,REJECT,5990,req-504ce451
2025-04-13T12:49:48,192.168.1.61,10.0.0.243,ACCEPT,6814,req-a3798baa
2025-04-13T12:04:29,192.168.1.61,10.0.0.154,ACCEPT,7128,req-ce911e2b
